Price;Close;High;Low;Open;Volume
23.08.2024;22.032.000.732.421.800;22.147.999.572.753.900;2.142.100.067.138.670;2.144.600.067.138.670;81525200
26.08.2024;2.132.100.067.138.670;21.908.999.633.789.000;21.100.999.450.683.500;218.75;59301200
27.08.2024;2.092.100.067.138.670;21.566.000.366.210.900;20.694.000.244.140.600;213.25;62821400
28.08.2024;205.75;21.183.999.633.789.000;20.258.999.633.789.000;20.972.000.122.070.300;64116400
29.08.2024;20.627.999.877.929.600;21.488.999.938.964.800;20.597.000.122.070.300;2.098.000.030.517.570;62308800
30.08.2024;21.411.000.061.035.100;21.457.000.732.421.800;20.702.999.877.929.600;2.086.300.048.828.120;63370600
03.09.2024;21.060.000.610.351.500;21.989.999.389.648.400;20.963.999.938.964.800;21.525.999.450.683.500;76714200
04.09.2024;21.941.000.366.210.900;22.222.000.122.070.300;21.057.000.732.421.800;21.058.999.633.789.000;80651800
05.09.2024;2.301.699.981.689.450;235.0;222.25;22.349.000.549.316.400;119355000
06.09.2024;21.072.999.572.753.900;23.360.000.610.351.500;21.050.999.450.683.500;23.260.000.610.351.500;112177000
09.09.2024;21.627.000.427.246.000;2.198.699.951.171.870;2.136.699.981.689.450;2.161.999.969.482.420;67443500
10.09.2024;2.261.699.981.689.450;22.639.999.389.648.400;21.863.999.938.964.800;22.007.000.732.421.800;78891100
11.09.2024;2.281.300.048.828.120;22.847.000.122.070.300;2.168.000.030.517.570;2.245.500.030.517.570;83548600
12.09.2024;22.980.999.755.859.300;2.314.499.969.482.420;2.238.300.018.310.540;22.466.000.366.210.900;72020000
13.09.2024;2.302.899.932.861.320;2.326.699.981.689.450;22.632.000.732.421.800;228.0;59515100
16.09.2024;22.677.999.877.929.600;2.299.600.067.138.670;22.352.999.877.929.600;2.293.000.030.517.570;54323000
17.09.2024;2.278.699.951.171.870;23.457.000.732.421.800;2.265.500.030.517.570;2.294.499.969.482.420;66761600
18.09.2024;2.271.999.969.482.420;23.567.999.267.578.100;2.268.800.048.828.120;23.008.999.633.789.000;78010200
19.09.2024;2.439.199.981.689.450;24.424.000.549.316.400;2.321.300.048.828.120;234.0;102694600
20.09.2024;238.25;24.399.000.549.316.400;2.359.199.981.689.450;24.152.000.427.246.000;99879100
23.09.2024;250.0;250.0;2.419.199.981.689.450;24.261.000.061.035.100;86927200
24.09.2024;25.427.000.427.246.000;25.719.000.244.140.600;2.490.500.030.517.570;2.540.800.018.310.540;88491000
25.09.2024;2.570.199.890.136.710;25.704.998.779.296.800;25.227.999.877.929.600;2.525.399.932.861.320;65034300
26.09.2024;25.422.000.122.070.300;261.75;25.152.999.877.929.600;2.606.000.061.035.150;67142200
27.09.2024;2.604.599.914.550.780;26.070.001.220.703.100;2.541.199.951.171.870;2.573.800.048.828.120;70988100
30.09.2024;2.616.300.048.828.120;2.648.599.853.515.620;25.577.000.427.246.000;2.590.400.085.449.210;80705700
01.10.2024;2.580.199.890.136.710;2.639.800.109.863.280;24.852.999.877.929.600;2.626.700.134.277.340;87397600
02.10.2024;24.902.000.427.246.000;25.116.000.366.210.900;241.5;2.475.500.030.517.570;93983900
03.10.2024;24.066.000.366.210.900;2.497.899.932.861.320;23.780.999.755.859.300;24.447.999.572.753.900;80729200
04.10.2024;2.500.800.018.310.540;2.509.600.067.138.670;2.445.800.018.310.540;24.669.000.244.140.600;86573200
07.10.2024;2.408.300.018.310.540;2.498.300.018.310.540;2.406.999.969.482.420;249.0;68113300
08.10.2024;244.5;2.462.100.067.138.670;24.055.999.755.859.300;24.355.999.755.859.300;56303200
09.10.2024;2.410.500.030.517.570;24.742.999.267.578.100;23.950.999.450.683.500;24.382.000.732.421.800;66289500
10.10.2024;23.877.000.427.246.000;2.427.899.932.861.320;23.233.999.633.789.000;24.180.999.755.859.300;83087100
11.10.2024;2.178.000.030.517.570;22.333.999.633.789.000;2.143.800.048.828.120;2.201.300.048.828.120;142628900
14.10.2024;21.916.000.366.210.900;22.191.000.366.210.900;21.374.000.549.316.400;2.201.300.048.828.120;86291900
15.10.2024;21.957.000.732.421.800;22.425.999.450.683.500;2.171.199.951.171.870;22.000.999.450.683.500;62988800
16.10.2024;2.213.300.018.310.540;22.282.000.732.421.800;21.892.999.267.578.100;22.139.999.389.648.400;49632800
17.10.2024;22.088.999.938.964.800;2.220.800.018.310.540;21.789.999.389.648.400;22.158.999.633.789.000;50791800
18.10.2024;2.206.999.969.482.420;22.227.999.877.929.600;21.922.999.572.753.900;2.207.100.067.138.670;49611900
21.10.2024;21.885.000.610.351.500;22.047.999.572.753.900;21.572.999.572.753.900;21.889.999.389.648.400;47329000
22.10.2024;21.797.000.122.070.300;21.822.000.122.070.300;21.525.999.450.683.500;21.730.999.755.859.300;43268700
23.10.2024;21.364.999.389.648.400;21.872.000.122.070.300;21.211.000.061.035.100;2.171.300.048.828.120;80938900
24.10.2024;2.604.800.109.863.280;2.621.199.951.171.870;24.264.999.389.648.400;24.467.999.267.578.100;204491900
25.10.2024;26.919.000.244.140.600;269.489.990.234.375;25.532.000.732.421.800;256.010.009.765.625;161611900
28.10.2024;262.510.009.765.625;2.735.400.085.449.210;262.239.990.234.375;270.0;107653600
29.10.2024;2.595.199.890.136.710;2.649.800.109.863.280;25.550.999.450.683.500;264.510.009.765.625;80521800
30.10.2024;25.754.998.779.296.800;2.633.500.061.035.150;25.582.000.732.421.800;2.580.400.085.449.210;53993600
31.10.2024;24.985.000.610.351.500;259.75;249.25;257.989.990.234.375;66575300
01.11.2024;24.897.999.572.753.900;254.0;2.466.300.048.828.120;2.520.399.932.861.320;57544800
04.11.2024;24.283.999.633.789.000;24.889.999.389.648.400;2.388.800.048.828.120;24.455.999.755.859.300;68802400
05.11.2024;25.144.000.244.140.600;25.527.999.877.929.600;2.462.100.067.138.670;24.733.999.633.789.000;69282500
06.11.2024;2.885.299.987.792.960;2.895.899.963.378.900;2.756.199.951.171.870;2.846.700.134.277.340;165228700
07.11.2024;2.969.100.036.621.090;299.75;2.855.199.890.136.710;2.888.900.146.484.370;117309200
08.11.2024;3.212.200.012.207.030;3.287.099.914.550.780;2.976.600.036.621.090;2.991.400.146.484.370;204782800
11.11.2024;350.0;3.586.400.146.484.370;336.0;34.629.998.779.296.800;210521600
12.11.2024;328.489.990.234.375;3.458.399.963.378.900;32.330.999.755.859.300;342.739.990.234.375;155726000
13.11.2024;330.239.990.234.375;3.446.000.061.035.150;322.5;3.358.500.061.035.150;125405600
14.11.2024;31.117.999.267.578.100;3.299.800.109.863.280;3.103.699.951.171.870;32.769.000.244.140.600;120726100
15.11.2024;3.207.200.012.207.030;32.467.999.267.578.100;3.092.200.012.207.030;31.057.000.732.421.800;114440300
18.11.2024;338.739.990.234.375;34.854.998.779.296.800;330.010.009.765.625;3.407.300.109.863.280;126547500
19.11.2024;346.0;3.473.800.048.828.120;332.75;335.760.009.765.625;88852500
20.11.2024;3.420.299.987.792.960;3.466.000.061.035.150;33.429.998.779.296.800;345.0;66340700
21.11.2024;3.396.400.146.484.370;347.989.990.234.375;3.352.799.987.792.960;34.380.999.755.859.300;58011700
22.11.2024;35.255.999.755.859.300;3.615.299.987.792.960;33.770.001.220.703.100;3.410.899.963.378.900;89140700
25.11.2024;3.385.899.963.378.900;36.192.999.267.578.100;33.820.001.220.703.100;3.601.400.146.484.370;95890900
26.11.2024;3.382.300.109.863.280;3.469.599.914.550.780;3.356.600.036.621.090;341.0;62295900
27.11.2024;3.328.900.146.484.370;34.254.998.779.296.800;3.265.899.963.378.900;34.179.998.779.296.800;57896400
29.11.2024;3.451.600.036.621.090;34.545.001.220.703.100;3.346.499.938.964.840;3.360.799.865.722.650;37167600
02.12.2024;3.570.899.963.378.900;360.0;3.511.499.938.964.840;3.523.800.048.828.120;77986500
03.12.2024;3.514.200.134.277.340;35.569.000.244.140.600;34.820.001.220.703.100;35.179.998.779.296.800;58267200
04.12.2024;35.792.999.267.578.100;3.581.000.061.035.150;3.486.000.061.035.150;353.0;50810900
05.12.2024;369.489.990.234.375;37.542.999.267.578.100;359.5;3.598.699.951.171.870;81403600
06.12.2024;3.892.200.012.207.030;389.489.990.234.375;37.079.998.779.296.800;3.774.200.134.277.340;81455800
09.12.2024;3.897.900.085.449.210;40.479.998.779.296.800;378.010.009.765.625;3.976.099.853.515.620;96359200
10.12.2024;400.989.990.234.375;4.097.300.109.863.280;3.908.500.061.035.150;39.267.999.267.578.100;97563600
11.12.2024;4.247.699.890.136.710;4.248.800.048.828.120;4.023.800.048.828.120;40.970.001.220.703.100;104287600
12.12.2024;4.181.000.061.035.150;42.929.998.779.296.800;415.0;4.248.399.963.378.900;87752200
13.12.2024;4.362.300.109.863.280;43.629.998.779.296.800;4.157.099.914.550.780;420.0;89000200
16.12.2024;4.630.199.890.136.710;46.319.000.244.140.600;4.361.499.938.964.840;4.410.899.963.378.900;114083800
17.12.2024;4.798.599.853.515.620;483.989.990.234.375;457.510.009.765.625;4.758.999.938.964.840;131223000
18.12.2024;4.401.300.048.828.120;4.885.400.085.449.210;427.010.009.765.625;466.5;149340800
19.12.2024;4.361.700.134.277.340;4.563.599.853.515.620;4.200.199.890.136.710;4.518.800.048.828.120;118566100
20.12.2024;42.105.999.755.859.300;4.470.799.865.722.650;4.176.400.146.484.370;425.510.009.765.625;132216200
23.12.2024;4.306.000.061.035.150;434.510.009.765.625;4.154.100.036.621.090;431.0;72698100
24.12.2024;4.622.799.987.792.960;4.627.799.987.792.960;4.351.400.146.484.370;4.358.999.938.964.840;59551800
26.12.2024;4.541.300.048.828.120;4.653.299.865.722.650;4.510.199.890.136.710;4.651.600.036.621.090;76366400
27.12.2024;4.316.600.036.621.090;450.0;426.5;4.495.199.890.136.710;82666800
30.12.2024;4.174.100.036.621.090;427.0;415.75;4.193.999.938.964.840;64941000
31.12.2024;4.038.399.963.378.900;42.792.999.267.578.100;4.025.400.085.449.210;4.237.900.085.449.210;76825100
02.01.2025;3.792.799.987.792.960;3.927.300.109.863.280;3.730.400.085.449.210;3.901.000.061.035.150;109710700
03.01.2025;41.044.000.244.140.600;4.118.800.048.828.120;37.945.001.220.703.100;3.814.800.109.863.280;95423300
06.01.2025;41.104.998.779.296.800;42.642.999.267.578.100;40.170.001.220.703.100;42.320.001.220.703.100;85516500
07.01.2025;3.943.599.853.515.620;4.143.299.865.722.650;390.0;4.058.299.865.722.650;75699500
08.01.2025;39.494.000.244.140.600;402.5;3.873.999.938.964.840;39.295.001.220.703.100;73038800
10.01.2025;394.739.990.234.375;3.992.799.987.792.960;3.772.900.085.449.210;3.913.999.938.964.840;62287300
13.01.2025;40.330.999.755.859.300;4.037.900.085.449.210;38.007.000.732.421.800;3.832.099.914.550.780;67580500
14.01.2025;3.963.599.853.515.620;4.226.400.146.484.370;3.945.400.085.449.210;4.143.399.963.378.900;84565000
15.01.2025;4.282.200.012.207.030;42.979.998.779.296.800;4.056.600.036.621.090;4.098.999.938.964.840;81375500
16.01.2025;41.382.000.732.421.800;424.0;4.091.300.048.828.120;423.489.990.234.375;68335200
17.01.2025;426.5;439.739.990.234.375;419.75;421.5;94991400
21.01.2025;42.407.000.732.421.800;43.320.001.220.703.100;40.630.999.755.859.300;4.326.400.146.484.370;87320900
22.01.2025;4.151.099.853.515.620;428.0;4.145.899.963.378.900;41.680.999.755.859.300;60963300
23.01.2025;4.123.800.048.828.120;4.207.300.109.863.280;40.895.001.220.703.100;41.605.999.755.859.300;50690600
24.01.2025;4.065.799.865.722.650;4.188.800.048.828.120;4.057.799.987.792.960;41.445.001.220.703.100;56427100
27.01.2025;3.971.499.938.964.840;40.669.000.244.140.600;389.0;39.479.998.779.296.800;58125500
28.01.2025;3.980.899.963.378.900;4.005.899.963.378.900;386.5;3.969.100.036.621.090;48910700
29.01.2025;3.891.000.061.035.150;3.985.899.963.378.900;3.844.800.109.863.280;3.952.099.914.550.780;68033600
30.01.2025;4.002.799.987.792.960;412.5;3.844.100.036.621.090;4.107.799.987.792.960;98092900
31.01.2025;4.046.000.061.035.150;419.989.990.234.375;4.013.399.963.378.900;4.015.299.987.792.960;83568200
03.02.2025;38.367.999.267.578.100;3.891.700.134.277.340;3.743.599.853.515.620;38.667.999.267.578.100;93732100
04.02.2025;3.922.099.914.550.780;394.0;3.813.999.938.964.840;3.826.300.048.828.120;57072200
05.02.2025;3.781.700.134.277.340;3.883.900.146.484.370;3.755.299.987.792.960;387.510.009.765.625;57223300
06.02.2025;37.432.000.732.421.800;3.753.999.938.964.840;36.317.999.267.578.100;3.730.299.987.792.960;77918200
07.02.2025;3.616.199.951.171.870;38.054.998.779.296.800;3.603.399.963.378.900;37.019.000.244.140.600;70298300
10.02.2025;3.507.300.109.863.280;36.270.001.220.703.100;350.510.009.765.625;3.562.099.914.550.780;77514900
11.02.2025;328.5;3.493.699.951.171.870;3.251.000.061.035.150;34.579.998.779.296.800;118543400
12.02.2025;336.510.009.765.625;3.463.999.938.964.840;3.291.199.951.171.870;32.994.000.244.140.600;105382700
13.02.2025;35.594.000.244.140.600;35.869.000.244.140.600;3.428.500.061.035.150;345.0;89441500
14.02.2025;3.558.399.963.378.900;362.0;347.5;3.606.199.951.171.870;68277300
18.02.2025;3.541.099.853.515.620;3.591.000.061.035.150;3.500.199.890.136.710;355.010.009.765.625;51631700
19.02.2025;36.055.999.755.859.300;3.673.399.963.378.900;3.536.700.134.277.340;354.0;67094400
20.02.2025;3.543.999.938.964.840;36.229.998.779.296.800;348.0;361.510.009.765.625;45965400
21.02.2025;33.779.998.779.296.800;3.549.800.109.863.280;3.344.200.134.277.340;35.344.000.244.140.600;74058600
24.02.2025;3.305.299.987.792.960;3.423.999.938.964.840;32.470.001.220.703.100;3.381.400.146.484.370;76052300
25.02.2025;30.279.998.779.296.800;3.288.900.146.484.370;297.25;3.270.199.890.136.710;134228800
26.02.2025;29.079.998.779.296.800;309.0;2.880.400.085.449.210;3.037.099.914.550.780;100118300
27.02.2025;28.195.001.220.703.100;2.972.300.109.863.280;2.808.800.048.828.120;2.911.600.036.621.090;101748200
28.02.2025;2.929.800.109.863.280;2.938.800.048.828.120;2.736.000.061.035.150;279.5;115697000
03.03.2025;2.846.499.938.964.840;30.394.000.244.140.600;27.729.998.779.296.800;3.003.399.963.378.900;115551400
04.03.2025;2.720.400.085.449.210;2.843.500.061.035.150;2.618.399.963.378.900;27.092.999.267.578.100;126706600
05.03.2025;2.791.000.061.035.150;27.954.998.779.296.800;2.677.099.914.550.780;2.729.200.134.277.340;94042900
06.03.2025;26.345.001.220.703.100;2.726.499.938.964.840;2.600.199.890.136.710;27.205.999.755.859.300;98451600
07.03.2025;2.626.700.134.277.340;266.25;25.072.999.572.753.900;25.932.000.732.421.800;102369600
10.03.2025;22.214.999.389.648.400;2.533.699.951.171.870;220.0;2.525.399.932.861.320;189076900
11.03.2025;2.305.800.018.310.540;23.705.999.755.859.300;21.702.000.427.246.000;22.530.999.755.859.300;174896400
12.03.2025;24.808.999.633.789.000;25.183.999.633.789.000;24.110.000.610.351.500;24.722.000.122.070.300;142215700
13.03.2025;24.067.999.267.578.100;2.482.899.932.861.320;23.260.000.610.351.500;2.481.300.048.828.120;114813500
14.03.2025;24.997.999.572.753.900;2.515.800.018.310.540;24.072.999.572.753.900;24.730.999.755.859.300;100242300
17.03.2025;23.800.999.450.683.500;24.539.999.389.648.400;2.328.000.030.517.570;24.505.999.755.859.300;111900600
18.03.2025;22.530.999.755.859.300;23.010.000.610.351.500;22.227.999.877.929.600;22.816.000.366.210.900;111477600
19.03.2025;23.586.000.061.035.100;24.141.000.366.210.900;2.291.999.969.482.420;23.161.000.061.035.100;111993800
20.03.2025;23.625.999.450.683.500;238.0;2.300.500.030.517.570;23.335.000.610.351.500;99028300
21.03.2025;2.487.100.067.138.670;24.952.000.427.246.000;2.345.500.030.517.570;23.499.000.549.316.400;132728700
24.03.2025;2.783.900.146.484.370;2.786.400.146.484.370;2.563.299.865.722.650;2.580.799.865.722.650;169079900
25.03.2025;2.881.400.146.484.370;28.820.001.220.703.100;2.712.799.987.792.960;2.836.000.061.035.150;150361500
26.03.2025;27.205.999.755.859.300;2.848.999.938.964.840;266.510.009.765.625;2.826.600.036.621.090;153629800
27.03.2025;2.731.300.048.828.120;2.918.500.061.035.150;27.182.000.732.421.800;2.724.800.109.863.280;162572100
28.03.2025;26.354.998.779.296.800;2.761.000.061.035.150;26.057.000.732.421.800;2.755.799.865.722.650;123809400
31.03.2025;2.591.600.036.621.090;26.055.999.755.859.300;24.336.000.061.035.100;24.930.999.755.859.300;134008900
01.04.2025;2.684.599.914.550.780;27.745.001.220.703.100;259.25;26.379.998.779.296.800;146486900
02.04.2025;282.760.009.765.625;284.989.990.234.375;25.127.000.427.246.000;25.460.000.610.351.500;212787800
03.04.2025;2.672.799.987.792.960;27.629.998.779.296.800;261.510.009.765.625;2.652.900.085.449.210;136174300
04.04.2025;23.942.999.267.578.100;261.0;236.0;2.553.800.048.828.120;181229400
07.04.2025;2.332.899.932.861.320;252.0;214.25;22.377.999.877.929.600;183453800
08.04.2025;22.186.000.061.035.100;25.044.000.244.140.600;2.178.000.030.517.570;245.0;171603500
09.04.2025;27.220.001.220.703.100;27.469.000.244.140.600;2.238.800.048.828.120;22.469.000.244.140.600;219433400
10.04.2025;25.239.999.389.648.400;262.489.990.234.375;2.393.300.018.310.540;260.0;181722600
11.04.2025;25.230.999.755.859.300;257.739.990.234.375;24.136.000.061.035.100;25.183.999.633.789.000;128948100
14.04.2025;25.235.000.610.351.500;26.179.998.779.296.800;24.592.999.267.578.100;2.583.599.853.515.620;100135200
15.04.2025;25.411.000.061.035.100;258.75;2.475.399.932.861.320;24.991.000.366.210.900;79594300
16.04.2025;2.415.500.030.517.570;25.197.000.122.070.300;23.388.999.938.964.800;24.761.000.061.035.100;112378700
17.04.2025;2.413.699.951.171.870;24.433.999.633.789.000;23.767.999.267.578.100;24.347.000.122.070.300;83404800
21.04.2025;227.5;2.322.100.067.138.670;2.227.899.932.861.320;23.025.999.450.683.500;97768000
22.04.2025;23.797.000.122.070.300;2.427.899.932.861.320;22.985.000.610.351.500;2.309.600.067.138.670;120858500
23.04.2025;25.074.000.549.316.400;25.945.001.220.703.100;24.442.999.267.578.100;25.486.000.061.035.100;150381900
24.04.2025;259.510.009.765.625;2.595.400.085.449.210;2.491.999.969.482.420;250.5;94464200
25.04.2025;28.495.001.220.703.100;2.868.500.061.035.150;2.596.300.048.828.120;26.169.000.244.140.600;167560700
28.04.2025;2.858.800.048.828.120;2.948.599.853.515.620;2.724.200.134.277.340;2.889.800.109.863.280;151731800
29.04.2025;2.920.299.987.792.960;29.332.000.732.421.800;2.794.700.012.207.030;285.5;108906600
30.04.2025;2.821.600.036.621.090;28.445.001.220.703.100;2.707.799.987.792.960;2.798.999.938.964.840;128334200
